OBJECTID,Join_Count,TARGET_FID,Type,County,Name,email,phone,WebSite,County_Dir,district,Address1,Address2,City,Zip,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME_1,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
59,1,58,UGA Extension,Franklin County,UGA Extension-Franklin County,uge1119@uga.edu,706-384-2843,http://extension.uga.edu/county-offices/franklin.html,,,"280 Busha Rd., Suite A",,Carnesville,30521,"280 Busha Rd., Suite A, Carnesville, GA","280 Busha Rd., Suite A, Carnesville, GA",-83.2227073,34.3773527,"280 busha rd suite a, carnesville, ga 30521, usa",13,119,349324,13119,Franklin,Franklin County,6,H1,G4020,,,,A,677301787,12803554,34.3751554,-83.2272905
60,1,59,UGA Extension,Fulton County - South Office,UGA Extension-Fulton County - South Office,uge1121E@uga.edu,404-762-4077,http://extension.uga.edu/county-offices/fulton.html,,,1757 Washington Road,,East Point,30344-4151,"1757 Washington Road, East Point, GA","1757 Washington Road, East Point, GA",-84.4460499,33.6759173,"1757 e washington rd, east point, ga 30344, usa",13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
61,1,60,UGA Extension,Fulton County - North Office,UGA Extension-Fulton County - North Office,uge1918@uga.edu,404-613-7670,http://extension.uga.edu/county-offices/fulton.html,,,"N Fulton Service Center, Room 248",7741 Roswell Road NE,Atlanta,30350-4845,"7741 Roswell Road NE, Atlanta, GA","7741 Roswell Road NE, Atlanta, GA",-84.3626524,33.9658857,"7741 roswell rd ne, sandy springs, ga 30350, usa",13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
62,1,61,UGA Extension,Gilmer County,UGA Extension-Gilmer County,uge1123@uga.edu,706-635-4426,http://extension.uga.edu/county-offices/gilmer.html,,,"1123 Progress Rd, Suite A",,Ellijay,30540,"1123 Progress Rd, Suite A, Ellijay, GA","1123 Progress Rd, Suite A, Ellijay, GA",-84.4899444,34.6761345,"1123 progress rd suite a, ellijay, ga 30540, usa",13,123,351260,13123,Gilmer,Gilmer County,6,H1,G4020,,,,A,1104289499,12186867,34.6905413,-84.4539838
63,1,62,UGA Extension,Glascock County,UGA Extension-Glascock County,uge3125@uga.edu,706-598-2811,http://extension.uga.edu/county-offices/glascock.html,,,676 West Main Street,,Gibson,30810-4134,"676 West Main Street,  Gibson, GA","676 West Main Street,  Gibson, GA",-82.5997282,33.233394,"676 w main st, gibson, ga 30810, usa",13,125,345642,13125,Glascock,Glascock County,6,H1,G4020,,,,A,372283962,1847844,33.2274908,-82.6069126
64,1,63,UGA Extension,Glynn County,UGA Extension-Glynn County,uge3127@uga.edu,912-554-7577,http://extension.uga.edu/county-offices/glynn.html,,,"Ballard Complex, Suite 110",325 Old Jesup Rd.,Brunswick,31520,"325 Old Jesup Rd.,  Brunswick, GA","325 Old Jesup Rd.,  Brunswick, GA",-81.506257,31.204616,"325 old jesup rd, brunswick, ga 31520, usa",13,127,1671513,13127,Glynn,Glynn County,6,H1,G4020,,15260,,A,1087271166,428514078,31.2127465,-81.4965167
65,1,64,UGA Extension,Gordon County,UGA Extension-Gordon County,uge1129@uga.edu,706-629-8685,http://extension.uga.edu/county-offices/gordon.html,,,1282 SR 53 Spur SW,Suite 200,Calhoun,30701,"1282 SR 53 Spur SW, Calhoun, GA","1282 SR 53 Spur SW, Calhoun, GA",-84.9702778,34.4870365,"1282 ga-53 spur, calhoun, ga 30701, usa",13,129,356672,13129,Gordon,Gordon County,6,H1,G4020,,15660,,A,921538858,5787657,34.5096669,-84.8738622
66,1,65,UGA Extension,Grady County,UGA Extension-Grady County,uge4131@uga.edu,229-377-1312,http://extension.uga.edu/county-offices/grady.html,,,65 11th Avenue NE,Agri-Center,Cairo,39828,"65 11th Avenue NE,  Cairo, GA","65 11th Avenue NE,  Cairo, GA",-84.2061197,30.8884567,"65 11th ave ne, cairo, ga 39828, usa",13,131,351261,13131,Grady,Grady County,6,H1,G4020,,,,A,1177231852,14846272,30.875891,-84.2450655
67,1,66,UGA Extension,Greene County,UGA Extension-Greene County,uge3133@uga.edu,706-453-2083,http://extension.uga.edu/county-offices/greene.html,,,"1180 C. Weldon Smith Dr, Suite 110",,Greensboro,30642,"1180 C. Weldon Smith Dr, Suite 110, Greensboro, GA","1180 C. Weldon Smith Dr, Suite 110, Greensboro, GA",-83.193402,33.566131,"1180 c weldon smith dr #110, greensboro, ga 30642, usa",13,133,348672,13133,Greene,Greene County,6,H1,G4020,,,,A,1003451792,48629720,33.5768191,-83.1671025
68,1,67,UGA Extension,Gwinnett County,UGA Extension-Gwinnett County,uge1135@uga.edu,678-377-4010,http://extension.uga.edu/county-offices/gwinnett.html,,,"750 South Perry Street, Suite 400",,Lawrenceville,30046-4804,"750 South Perry Street, Suite 400, Lawrenceville, GA","750 South Perry Street, Suite 400, Lawrenceville, GA",-83.9887168,33.9497439,"750 s perry st #400, lawrenceville, ga 30046, usa",13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
69,1,68,UGA Extension,Habersham County,UGA Extension-Habersham County,uge1137@uga.edu,706-754-2318,http://extension.uga.edu/county-offices/habersham.html,,,555 Monroe Street,Unit 50 Box 13,Clarkesville,30523,"555 Monroe Street, Clarkesville, GA","555 Monroe Street, Clarkesville, GA",-83.5276342,34.615171,"555 monroe st, clarkesville, ga 30523, usa",13,137,351383,13137,Habersham,Habersham County,6,H1,G4020,,18460,,A,716754681,5917226,34.6351078,-83.5264058
70,1,69,UGA Extension,Hall County,UGA Extension-Hall County,uge1139@uga.edu,770-535-8293,http://extension.uga.edu/county-offices/hall.html,,,"734 E. Crescent Drive, Suite 300",,Gainesville,30501,"734 E. Crescent Drive, Suite 300, Gainesville, GA","734 E. Crescent Drive, Suite 300, Gainesville, GA",-83.7906445,34.3140914,"734 e crescent dr #300, gainesville, ga 30501, usa",13,139,1686953,13139,Hall,Hall County,6,H1,G4020,122,23580,,A,1017305163,94563088,34.3175876,-83.8184973
71,1,70,UGA Extension,Hancock County,UGA Extension-Hancock County,uge3141@uga.edu,706-444-7573,http://extension.uga.edu/county-offices/hancock.html,,,12534 Augusta Hwy,,Sparta,31087,"12534 Augusta Hwy, Sparta, GA","12534 Augusta Hwy, Sparta, GA",-82.966674,33.277407,"12534 augusta hwy, sparta, ga 31087, usa",13,141,348209,13141,Hancock,Hancock County,6,H1,G4020,,33300,,A,1220057466,17479735,33.2692195,-83.0004653
72,1,71,UGA Extension,Haralson County,UGA Extension-Haralson County,uge2143@uga.edu,770-646-2026,http://extension.uga.edu/county-offices/haralson.html,,,4266 Ga Highway 120,County Office Building,Buchanan,30113-4900,"4266 Ga Highway 120,  Buchanan, GA","4266 Ga Highway 120,  Buchanan, GA",-85.1891211,33.8024743,"4266 ga-120, buchanan, ga 30113, usa",13,143,350637,13143,Haralson,Haralson County,6,H1,G4020,122,12060,,A,730804126,2616002,33.7951649,-85.2200622
73,1,72,UGA Extension,Harris County,UGA Extension-Harris County,uge2145@uga.edu,706-628-4824,http://extension.uga.edu/county-offices/harris.html,,,121 N. Old College Street,,Hamilton,31811-6000,"121 N. Old College Street, Hamilton, GA","121 N. Old College Street, Hamilton, GA",-84.8752068,32.7594936,"121 old college st, hamilton, ga 31811, usa",13,145,326700,13145,Harris,Harris County,6,H1,G4020,194,17980,,A,1201461944,23488481,32.7315494,-84.912432
74,1,73,UGA Extension,Hart County,UGA Extension-Hart County,uge1147@uga.edu,706-376-3134,http://extension.uga.edu/county-offices/hart.html,,,200 Arthur Street,,Hartwell,30643-1804,"200 Arthur Street,  Hartwell, GA","200 Arthur Street,  Hartwell, GA",-82.9393089,34.3492294,"200 arthur st, hartwell, ga 30643, usa",13,147,1687995,13147,Hart,Hart County,6,H1,G4020,,,,A,601903624,63588442,34.3487328,-82.96329
75,1,74,UGA Extension,Heard County,UGA Extension-Heard County,uge2149@uga.edu,706-675-3513,http://extension.uga.edu/county-offices/heard.html,,,101 Glover Road,,Franklin,30217-6485,"101 Glover Road,  Franklin, GA","101 Glover Road,  Franklin, GA",-85.1038948,33.2780035,"101 glover rd, franklin, ga 30217, usa",13,149,347067,13149,Heard,Heard County,6,H1,G4020,122,12060,,A,766718873,13112095,33.2909683,-85.1395936
76,1,75,UGA Extension,Henry County,UGA Extension-Henry County,uge2151@uga.edu,770-288-8421,http://extension.uga.edu/county-offices/henry.html,,,97 Lake Dow Road,,McDonough,30252-3145,"97 Lake Dow Road,  McDonough, GA","97 Lake Dow Road,  McDonough, GA",-84.1222799,33.4404705,"97 lake dow rd, mcdonough, ga 30252, usa",13,151,1671894,13151,Henry,Henry County,6,H1,G4020,122,12060,,A,834398851,11353184,33.4528811,-84.1544404
77,1,76,UGA Extension,Houston County,UGA Extension-Houston County,uge2153a@uga.edu,478-987-2028,http://extension.uga.edu/county-offices/houston.html,,,801 Main Street,,Perry,31069,"801 Main Street,  Perry, GA","801 Main Street,  Perry, GA",-83.7338179,32.4578075,"801 main st, perry, ga 31069, usa",13,153,1671693,13153,Houston,Houston County,6,H1,G4020,356,47580,,A,972671323,11319304,32.4583811,-83.6628559
78,1,77,UGA Extension,Irwin County,UGA Extension-Irwin County,uge4155@uga.edu,229-468-7409,http://extension.uga.edu/county-offices/irwin.html,,,107 West Fourth Street,,Ocilla,31774,"107 West Fourth Street,  Ocilla, GA","107 West Fourth Street,  Ocilla, GA",-83.2514162,31.5944999,"107 w 4th st, ocilla, ga 31774, usa",13,155,352302,13155,Irwin,Irwin County,6,H1,G4020,,22340,,A,917744030,21807456,31.6043062,-83.2770374
79,1,78,UGA Extension,Jackson County,UGA Extension-Jackson County,uge1157@uga.edu,706-367-6344,http://extension.uga.edu/county-offices/jackson.html,,,255 Curtis H. Spence Drive,,Jefferson,30549,"255 Curtis H. Spence Drive, Jefferson, GA","255 Curtis H. Spence Drive, Jefferson, GA",-83.5546126,34.1449212,"255 curtis h spence dr, jefferson, ga 30549, usa",13,157,349570,13157,Jackson,Jackson County,6,H1,G4020,,,,A,879716306,8906799,34.134157,-83.5651332
80,1,79,UGA Extension,Jasper County,UGA Extension-Jasper County,uge2159@uga.edu,706-468-6479,http://extension.uga.edu/county-offices/jasper.html,,,162 North Warren Street,,Monticello,31064-1015,"162 North Warren Street,  Monticello, GA","162 North Warren Street,  Monticello, GA",-83.6828548,33.3053663,"162 n warren st, monticello, ga 31064, usa",13,159,346144,13159,Jasper,Jasper County,6,H1,G4020,122,12060,,A,953541458,13727203,33.3181278,-83.6895054
81,1,80,UGA Extension,Jeff Davis County,UGA Extension-Jeff Davis County,uge4161@uga.edu,912-375-6648,http://extension.uga.edu/county-offices/jeffdavis.html,,,14 Jeff Davis Street,,Hazlehurst,31539,"14 Jeff Davis Street, Hazlehurst, GA","14 Jeff Davis Street, Hazlehurst, GA",-82.6008108,31.8626007,"14 jeff davis st, hazlehurst, ga 31539, usa",13,161,1687999,13161,Jeff Davis,Jeff Davis County,6,H1,G4020,,,,A,856624688,12052223,31.8116153,-82.6368248
82,1,81,UGA Extension,Jefferson County,UGA Extension-Jefferson County,uge3163@uga.edu,478-625-3046,http://extension.uga.edu/county-offices/jefferson.html,,,2529 US Highway 1 N,,Louisville,30434-5213,"2529 US Highway 1 N,  Louisville, GA","2529 US Highway 1 N,  Louisville, GA",-82.4051599,33.0241191,"2529 us-1, louisville, ga 30434, usa",13,163,345714,13163,Jefferson,Jefferson County,6,H1,G4020,,,,A,1363589315,8241827,33.0518741,-82.4190497
83,1,82,UGA Extension,Jenkins County,UGA Extension-Jenkins County,uge3165@uga.edu,478-982-4408,http://extension.uga.edu/county-offices/jenkins.html,,,434 East Barney Avenue,,Millen,30442,"434 East Barney Avenue,  Millen, GA","434 East Barney Avenue,  Millen, GA",-81.936773,32.8087599,"434 e barney ave, millen, ga 30442, usa",13,165,342985,13165,Jenkins,Jenkins County,6,H1,G4020,,,,A,899449076,13452217,32.7945631,-81.9715244
84,1,83,UGA Extension,Johnson County,UGA Extension-Johnson County,uge3167@uga.edu,478-864-3373,http://extension.uga.edu/county-offices/johnson.html,,,239 Herschel Walker Drive,,Wrightsville,31096,"239 Herschel Walker Drive, Wrightsville, GA","239 Herschel Walker Drive, Wrightsville, GA",-82.7296458,32.7255809,"239 herschel walker dr, wrightsville, ga 31096, usa",13,167,346664,13167,Johnson,Johnson County,6,H1,G4020,,20140,,A,784793437,9278548,32.6898312,-82.6613536
85,1,84,UGA Extension,Jones County,UGA Extension-Jones County,uge2169@uga.edu,478-986-3958,http://extension.uga.edu/county-offices/jones.html,,,166 Industrial Blvd,Jones Co Govt Center,Gray,31032-3200,"166 Industrial Blvd,  Gray, GA","166 Industrial Blvd,  Gray, GA",-83.5347772,33.0213405,"166 industrial blvd, gray, ga 31032, usa",13,169,345367,13169,Jones,Jones County,6,H1,G4020,356,31420,,A,1020281727,3842679,33.0202261,-83.5623393
86,1,85,UGA Extension,Lamar County,UGA Extension-Lamar County,uge2171@uga.edu,770-358-5163,http://extension.uga.edu/county-offices/lamar.html,,,"118 Academy Dr, Suite A",,Barnesville,30204-3526,"118 Academy Dr, Suite A, Barnesville, GA","118 Academy Dr, Suite A, Barnesville, GA",-84.1472759,33.0349578,"118 academy dr suite a, barnesville, ga 30204, usa",13,171,326713,13171,Lamar,Lamar County,6,H1,G4020,122,12060,,A,475262689,6046028,33.0744604,-84.1467206
87,1,86,UGA Extension,Lanier County,UGA Extension-Lanier County,uge4173@uga.edu,229-482-3895,http://extension.uga.edu/county-offices/lanier.html,,,162 West Thigpen Avenue,,Lakeland,31635,"162 West Thigpen Avenue,  Lakeland, GA","162 West Thigpen Avenue,  Lakeland, GA",-83.0899534,31.0423001,"162 w thigpen ave, lakeland, ga 31635, usa",13,173,348102,13173,Lanier,Lanier County,6,H1,G4020,,46660,,A,479903181,37546552,31.0381973,-83.0631635
88,1,87,UGA Extension,Laurens County,UGA Extension-Laurens County,uge3175@uga.edu,478-272-2277,http://extension.uga.edu/county-offices/laurens.html,,,1511A Telfair Street,,Dublin,31021,"1511A Telfair Street,  Dublin, GA","1511A Telfair Street,  Dublin, GA",-82.9183461,32.5232845,"1511 telfair st, dublin, ga 31021, usa",13,175,346568,13175,Laurens,Laurens County,6,H1,G4020,,20140,,A,2090902617,28925882,32.3932197,-82.9263171
89,1,88,UGA Extension,Lee County,UGA Extension-Lee County,uge4177@uga.edu,229-759-6025,http://extension.uga.edu/county-offices/lee.html,,,107 Main Street,Govt. Building,Leesburg,31763,"107 Main Street,  Leesburg, GA","107 Main Street,  Leesburg, GA",-84.1709433,31.7322274,"107 main st e, leesburg, ga 31763, usa",13,177,343390,13177,Lee,Lee County,6,H1,G4020,,10500,,A,921723018,15318713,31.8184185,-84.1466814
90,1,89,UGA Extension,Liberty County,UGA Extension-Liberty County,uge3179@uga.edu,912-876-2133,http://extension.uga.edu/county-offices/liberty.html,,,"100 Main St., Suite 1200",,Hinesville,31313,"100 Main St., Suite 1200,  Hinesville, GA","100 Main St., Suite 1200,  Hinesville, GA",-81.5962088,31.8477578,"100 main st #1200, hinesville, ga 31313, usa",13,179,357095,13179,Liberty,Liberty County,6,H1,G4020,496,25980,,A,1270160319,290378400,31.8072964,-81.4578642
91,1,90,UGA Extension,Lincoln County,UGA Extension-Lincoln County,uge3181@uga.edu,706-359-3233,http://extension.uga.edu/county-offices/lincoln.html,,,288 Peachtree Street,Extension Building,Lincolnton,30817-1752,"288 Peachtree Street,  Lincolnton, GA","288 Peachtree Street,  Lincolnton, GA",-82.4774051,33.7973664,"288 n peachtree st, lincolnton, ga 30817, usa",13,181,1688000,13181,Lincoln,Lincoln County,6,H1,G4020,,,,A,544880756,121517071,33.7921507,-82.4482992
92,1,91,UGA Extension,Long County,UGA Extension-Long County,uge3183@uga.edu,912-545-9549,http://extension.uga.edu/county-offices/long.html,,,"479 South McDonald St, Suite C",,Ludowici,31316,"479 South McDonald St, Suite C,  Ludowici, GA","479 South McDonald St, Suite C,  Ludowici, GA",-81.7410851,31.7078224,"479 s mcdonald st suite c, ludowici, ga 31316, usa",13,183,326719,13183,Long,Long County,6,H1,G4020,496,25980,,A,1036970279,8901385,31.7495633,-81.7428697
93,1,92,UGA Extension,Lowndes County,UGA Extension-Lowndes County,uge4185@uga.edu,229-333-5185,http://extension.uga.edu/county-offices/lowndes.html,,,Lowndes County Extension,2102 East Hill Avenue,Valdosta,31601,"2102 East Hill Avenue, Valdosta, GA","2102 East Hill Avenue, Valdosta, GA",-83.250779,30.842156,"2102 e hill ave, valdosta, ga 31601, usa",13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
94,1,93,UGA Extension,Lumpkin County,UGA Extension-Lumpkin County,uge1187@uga.edu,706-864-2275,http://extension.uga.edu/county-offices/lumpkin.html,,,"26 Johnson Street, Suite A",,Dahlonega,30533,"26 Johnson Street, Suite A, Dahlonega, GA","26 Johnson Street, Suite A, Dahlonega, GA",-83.9819809,34.534797,"26 johnson st suite a, dahlonega, ga 30533, usa",13,187,357196,13187,Lumpkin,Lumpkin County,6,H1,G4020,,,,A,732793135,3273364,34.568135,-83.9989062
95,1,94,UGA Extension,Macon County,UGA Extension-Macon County,uge2189@uga.edu,478-472-7588,http://extension.uga.edu/county-offices/macon.html,,,105 South Sumter Street,Courthouse Annex,Oglethorpe,31068,"105 South Sumter Street, Oglethorpe, GA","105 South Sumter Street, Oglethorpe, GA",-84.0572032,32.2855086,"s sumter st, oglethorpe, ga 31068, usa",13,193,346957,13193,Macon,Macon County,6,H1,G4020,,,,A,1037654095,13859174,32.3662155,-84.0521624
96,1,95,UGA Extension,Madison County,UGA Extension-Madison County,uge1191@uga.edu,706-795-2281,http://extension.uga.edu/county-offices/madison.html,,,97 Sunset Drive,,Danielsville,30633,"97 Sunset Drive, Danielsville, GA","97 Sunset Drive, Danielsville, GA",-83.2148361,34.1307913,"97 sunset dr, danielsville, ga 30633, usa",13,195,1688004,13195,Madison,Madison County,6,H1,G4020,,12020,,A,731184761,8484186,34.1284838,-83.203644
97,1,96,UGA Extension,Marion County,UGA Extension-Marion County,uge2193@uga.edu,229-649-2625,http://extension.uga.edu/county-offices/marion.html,,,111 Baker Street,PO Box 389,Buena Vista,31803,"111 Baker Street,  Buena Vista, GA","111 Baker Street,  Buena Vista, GA",-84.5197991,32.319072,"111 baker st, buena vista, ga 31803, usa",13,197,344107,13197,Marion,Marion County,6,H1,G4020,194,17980,,A,947978202,3791370,32.3595381,-84.5295606
98,1,97,UGA Extension,McDuffie County,UGA Extension-McDuffie County,uge3195@uga.edu,706-595-1815,http://extension.uga.edu/county-offices/mcduffie.html,,,337 Main Street,Room 108,Thomson,30824-2614,"337 Main Street,  Thomson, GA","337 Main Street,  Thomson, GA",-82.5048414,33.4697167,"337 main st, thomson, ga 30824, usa",13,189,348794,13189,McDuffie,McDuffie County,6,H1,G4020,,12260,,A,666825167,23116183,33.4824637,-82.473188
99,1,98,UGA Extension,McIntosh County,UGA Extension-McIntosh County,uge3197@uga.edu,912-437-6651,http://extension.uga.edu/county-offices/mcintosh.html,,,601 North Way,Suite A,Darien,31305,"601 North Way, Darien, GA","601 North Way, Darien, GA",-81.4342936,31.3726153,"601 north way, darien, ga 31305, usa",13,191,356886,13191,McIntosh,McIntosh County,6,H1,G4020,,15260,,A,1098984242,387392530,31.4829776,-81.3701993
100,1,99,UGA Extension,Meriwether County,UGA Extension-Meriwether County,uge2199@uga.edu,706-672-4235,http://extension.uga.edu/county-offices/meriwether.html,,,1250 Terrell Street,,Greenville,30222,"1250 Terrell Street, Greenville, GA","1250 Terrell Street, Greenville, GA",-84.7127388,33.0264516,"1250 terrell st, greenville, ga 30222, usa",13,199,346892,13199,Meriwether,Meriwether County,6,H1,G4020,122,12060,,A,1298161669,10834134,33.0302196,-84.6632794
101,1,100,UGA Extension,Miller County,UGA Extension-Miller County,uge4201@uga.edu,229-758-4106,http://extension.uga.edu/county-offices/miller.html,,,406 W Crawford Street,Agricultural Center,Colquitt,39837,"406 W Crawford Street,  Colquitt, GA","406 W Crawford Street,  Colquitt, GA",-84.7404934,31.1719676,"406 w crawford st, colquitt, ga 39837, usa",13,201,344088,13201,Miller,Miller County,6,H1,G4020,,,,A,731466825,3216301,31.1629079,-84.7303856
