OBJECTID,Join_Count,TARGET_FID,STORE_NAME,DISTRICT,COUNTY,PHYSICAL_S,PHYSICAL_C,PHYSICAL_1,PHYSICAL_Z,STORE_TYPE,PHONE,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
57,1,56,CVS PHARMACY  #4719,ATHENS,OCONEE,2080 HOG MOUNTAIN ROAD,WATKINSVILLE,GA,30,Pharmacy/Drugstore,(706) 769-8031,"2080 HOG MOUNTAIN ROAD, WATKINSVILLE, GA","2080 HOG MOUNTAIN ROAD, WATKINSVILLE, GA",-83.44109390000,33.87441490000,"2080 hog mountain rd, watkinsville, ga 30677, usa",13,219,00356774,13219,Oconee,Oconee County,06,H1,G4020,,12020,,A,477395748.00000000000,5305651.00000000000,+33.8341247,-083.4377284
58,1,57,CVS PHARMACY #0191,GAINESVILLE,FORSYTH,5510 CASTLEBERRY ROAD,CUMMING,GA,30,Pharmacy/Drugstore,(770) 887-7720,"5510 CASTLEBERRY ROAD, CUMMING, GA","5510 CASTLEBERRY ROAD, CUMMING, GA",-84.18764760000,34.17245330000,"5510 castleberry rd, cumming, ga 30040, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
59,1,58,CVS PHARMACY #10043,FULTON,FULTON,235 PEACHTREE STREET NORT,ATLANTA,GA,30,Pharmacy/Drugstore,(404) 577-4054,"235 PEACHTREE STREET NORT, ATLANTA, GA","235 PEACHTREE STREET NORT, ATLANTA, GA",-84.38723420000,33.76052990000,"235 peachtree street, atlanta, ga 30303, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
60,1,59,CVS PHARMACY #1359,GWINNETT,NEWTON,5384 HIGHWAY 20,COVINGTON,GA,30,Pharmacy/Drugstore,(770) 788-6566,"5384 HIGHWAY 20, COVINGTON, GA","5384 HIGHWAY 20, COVINGTON, GA",-84.01616400000,33.54796750000,"5384 ga-20, covington, ga 30016, usa",13,217,01673547,13217,Newton,Newton County,06,H1,G4020,122,12060,,A,704988572.00000000000,18130683.00000000000,+33.5440649,-083.8551921
61,1,60,CVS PHARMACY #1374,MACON,HOUSTON,800 HIGHWAY 96,WARNER ROBINS,GA,31,Pharmacy/Drugstore,(478) 987-5055,"800 HIGHWAY 96, WARNER ROBINS, GA","800 HIGHWAY 96, WARNER ROBINS, GA",-83.66301880000,32.55363700000,"800 ga-96, bonaire, ga 31005, usa",13,153,01671693,13153,Houston,Houston County,06,H1,G4020,356,47580,,A,972671323.00000000000,11319304.00000000000,+32.4583811,-083.6628559
62,1,61,CVS PHARMACY #154,COBB-DOUGLAS,DOUGLAS,6031 FAIRBURN ROAD,DOUGLASVILLE,GA,30,Pharmacy/Drugstore,(770) 942-9214,"6031 FAIRBURN ROAD, DOUGLASVILLE, GA","6031 FAIRBURN ROAD, DOUGLASVILLE, GA",-84.72988290000,33.75180680000,"6031 fairburn rd, douglasville, ga 30134, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
63,1,62,CVS PHARMACY #1586,MACON,HOUSTON,3001 RICHARD B RUSSELL PA,WARNER ROBINS,GA,31,Pharmacy/Drugstore,(478) 953-0888,"3001 RICHARD B RUSSELL PA, WARNER ROBINS, GA","3001 RICHARD B RUSSELL PA, WARNER ROBINS, GA",-83.69508560000,32.58059340000,"3001 richard b, russell pkwy, warner robins, ga 31088, united states",13,153,01671693,13153,Houston,Houston County,06,H1,G4020,356,47580,,A,972671323.00000000000,11319304.00000000000,+32.4583811,-083.6628559
64,1,63,CVS PHARMACY #2081,FULTON,FULTON,8430 HOLCOMB BRIDGE ROAD,ALPHARETTA,GA,30,Pharmacy/Drugstore,(770) 640-6576,"8430 HOLCOMB BRIDGE ROAD, ALPHARETTA, GA","8430 HOLCOMB BRIDGE ROAD, ALPHARETTA, GA",-84.27018750000,33.98516020000,"8430 holcomb bridge rd, alpharetta, ga 30022, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
65,1,64,CVS PHARMACY #2082,FULTON,FULTON,1943 PEACHTREE ROAD NORTH,ATLANTA,GA,30,Pharmacy/Drugstore,(404) 351-4932,"1943 PEACHTREE ROAD NORTH, ATLANTA, GA","1943 PEACHTREE ROAD NORTH, ATLANTA, GA",-84.39336120000,33.80794660000,"1943 peachtree rd, atlanta, ga 30309, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
66,1,65,CVS PHARMACY #2083,DEKALB,DEKALB,3439 ASHFORD-DUNWOODY ROA,ATLANTA,GA,30,Pharmacy/Drugstore,(770) 216-8605,"3439 ASHFORD-DUNWOODY ROA, ATLANTA, GA","3439 ASHFORD-DUNWOODY ROA, ATLANTA, GA",-84.32433390000,33.89082650000,"3439 ashford dunwoody rd ne, atlanta, ga 30319, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
67,1,66,CVS PHARMACY #2084,GWINNETT,GWINNETT,5575 LAWRENCEVILLE HIGHWA,LILBURN,GA,30,Pharmacy/Drugstore,(770) 935-4948,"5575 LAWRENCEVILLE HIGHWA, LILBURN, GA","5575 LAWRENCEVILLE HIGHWA, LILBURN, GA",-84.16441020000,33.88162750000,"5575 lawrenceville hwy, lilburn, ga 30047, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
68,1,67,CVS PHARMACY #2086,COBB-DOUGLAS,COBB,2014 POWERS FERRY ROAD,ATLANTA,GA,30,Pharmacy/Drugstore,(770) 612-0958,"2014 POWERS FERRY ROAD, ATLANTA, GA","2014 POWERS FERRY ROAD, ATLANTA, GA",-84.46045920000,33.90326910000,"2014 powers ferry rd, atlanta, ga 30339, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
69,1,68,CVS PHARMACY #2087,FULTON,FULTON,3930 SHALLOWFORD ROAD NOR,MARIETTA,GA,30,Pharmacy/Drugstore,(770) 640-5641,"3930 SHALLOWFORD ROAD NOR, MARIETTA, GA","3930 SHALLOWFORD ROAD NOR, MARIETTA, GA",-84.43654930000,34.03082930000,"3930 shallowford rd, marietta, ga 30062, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
70,1,69,CVS PHARMACY #2088,CLAYTON,CLAYTON,6716 MOUNT ZION BOULEVARD,MORROW,GA,30,Pharmacy/Drugstore,(770) 960-0600,"6716 MOUNT ZION BOULEVARD, MORROW, GA","6716 MOUNT ZION BOULEVARD, MORROW, GA",-84.31044100000,33.57137130000,"6716 mt zion blvd, morrow, ga 30260, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
71,1,70,CVS PHARMACY #2101,GWINNETT,GWINNETT,3010 CENTERVILLE HIGHWAY,SNELLVILLE,GA,30,Pharmacy/Drugstore,(770) 736-7852,"3010 CENTERVILLE HIGHWAY, SNELLVILLE, GA","3010 CENTERVILLE HIGHWAY, SNELLVILLE, GA",-84.03082740000,33.82700920000,"3010 centerville hwy, snellville, ga 30078, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
72,1,71,CVS PHARMACY #2102,COBB-DOUGLAS,COBB,300 POWDER SPRINGS ROAD,MARIETTA,GA,30,Pharmacy/Drugstore,(770) 422-1413,"300 POWDER SPRINGS ROAD, MARIETTA, GA","300 POWDER SPRINGS ROAD, MARIETTA, GA",-84.55098160000,33.94769210000,"300 powder springs st, marietta, ga 30064, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
73,1,72,CVS PHARMACY #2103,GWINNETT,GWINNETT,2935 FIVE FORKS TRICKUM R,LAWRENCEVILLE,GA,30,Pharmacy/Drugstore,(770) 982-5201,"2935 FIVE FORKS TRICKUM R, LAWRENCEVILLE, GA","2935 FIVE FORKS TRICKUM R, LAWRENCEVILLE, GA",-84.05873700000,33.88892920000,"2935 five forks trickum rd sw, lawrenceville, ga 30044, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
74,1,73,CVS PHARMACY #2105,DALTON,CHEROKEE,4595 HIGHWAY 92,ACWORTH,GA,30,Pharmacy/Drugstore,(770) 516-9946,"4595 HIGHWAY 92, ACWORTH, GA","4595 HIGHWAY 92, ACWORTH, GA",-84.61414270000,34.09268330000,"4595 ga-92, acworth, ga 30102, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
75,1,74,CVS PHARMACY #2107,FULTON,FULTON,3051 SANDY PLAINS ROAD,MARIETTA,GA,30,Pharmacy/Drugstore,(770) 977-7661,"3051 SANDY PLAINS ROAD, MARIETTA, GA","3051 SANDY PLAINS ROAD, MARIETTA, GA",-84.48149020000,34.02556240000,"3051 sandy plains rd, marietta, ga 30066, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
76,1,75,CVS PHARMACY #2108,GWINNETT,GWINNETT,5095 PEACHTREE PARKWAY,NORCROSS,GA,30,Pharmacy/Drugstore,(770) 209-9299,"5095 PEACHTREE PARKWAY, NORCROSS, GA","5095 PEACHTREE PARKWAY, NORCROSS, GA",-84.21416280000,33.98423810000,"5095 peachtree pkwy, norcross, ga 30092, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
77,1,76,CVS PHARMACY #2116,DEKALB,DEKALB,7207 ROCKBRIDGE ROAD,STONE MOUNTAIN,GA,30,Pharmacy/Drugstore,(770) 469-2002,"7207 ROCKBRIDGE ROAD, STONE MOUNTAIN, GA","7207 ROCKBRIDGE ROAD, STONE MOUNTAIN, GA",-84.10285370000,33.78478180000,"7207 rockbridge rd sw, stone mountain, ga 30087, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
78,1,77,CVS PHARMACY #2146,COBB-DOUGLAS,COBB,4345 SOUTH COBB DRIVE SOU,SMYRNA,GA,30,Pharmacy/Drugstore,(770) 438-5042,"4345 SOUTH COBB DRIVE SOU, SMYRNA, GA","4345 SOUTH COBB DRIVE SOU, SMYRNA, GA",-84.50572650000,33.84849840000,"4345 s cobb dr se, smyrna, ga 30080, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
79,1,78,CVS PHARMACY #2147,COBB-DOUGLAS,COBB,2782 NORTH COBB PARKWAY,KENNESAW,GA,30,Pharmacy/Drugstore,(770) 420-1091,"2782 NORTH COBB PARKWAY, KENNESAW, GA","2782 NORTH COBB PARKWAY, KENNESAW, GA",-84.62595200000,34.02312230000,"2782 cobb pkwy n, kennesaw, ga 30152, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
80,1,79,CVS PHARMACY #2175,DEKALB,DEKALB,2738 NORTH DECATUR ROAD,DECATUR,GA,30,Pharmacy/Drugstore,(404) 508-8058,"2738 NORTH DECATUR ROAD, DECATUR, GA","2738 NORTH DECATUR ROAD, DECATUR, GA",-84.28128810000,33.79317060000,"2738 n decatur rd, decatur, ga 30033, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
81,1,80,CVS PHARMACY #2178,FULTON,FULTON,12070 CRABAPPLE ROAD,ROSWELL,GA,30,Pharmacy/Drugstore,(770) 992-5446,"12070 CRABAPPLE ROAD, ROSWELL, GA","12070 CRABAPPLE ROAD, ROSWELL, GA",-84.36163950000,34.07543310000,"12070 crabapple rd, roswell, ga 30075, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
82,1,81,CVS PHARMACY #2183,COBB-DOUGLAS,COBB,485 CONCORD ROAD SOUTHEAS,SMYRNA,GA,30,Pharmacy/Drugstore,(770) 444-0182,"485 CONCORD ROAD SOUTHEAS, SMYRNA, GA","485 CONCORD ROAD SOUTHEAS, SMYRNA, GA",-84.54027950000,33.86667300000,"485 concord rd se, smyrna, ga 30082, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
83,1,82,CVS PHARMACY #2184,CLAYTON,CLAYTON,1029 FOREST PARKWAY,FOREST PARK,GA,30,Pharmacy/Drugstore,(404) 608-0751,"1029 FOREST PARKWAY, FOREST PARK, GA","1029 FOREST PARKWAY, FOREST PARK, GA",-84.35671060000,33.61724430000,"1029 forest pkwy, forest park, ga 30297, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
84,1,83,CVS PHARMACY #2185,FULTON,FULTON,184 NORTH MAIN STREET,ALPHARETTA,GA,30,Pharmacy/Drugstore,(678) 297-1089,"184 NORTH MAIN STREET, ALPHARETTA, GA","184 NORTH MAIN STREET, ALPHARETTA, GA",-84.29522900000,34.08069650000,"184 n main st, alpharetta, ga 30004, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
85,1,84,CVS PHARMACY #2186,FULTON,FULTON,2350 CHESHIRE BRIDGE ROAD,ATLANTA,GA,30,Pharmacy/Drugstore,(404) 486-7289,"2350 CHESHIRE BRIDGE ROAD, ATLANTA, GA","2350 CHESHIRE BRIDGE ROAD, ATLANTA, GA",-84.35194280000,33.81957690000,"2350 cheshire bridge rd ne, atlanta, ga 30324, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
86,1,85,CVS PHARMACY #2187,COBB-DOUGLAS,COBB,5846 MABLETON PARKWAY,MABLETON,GA,30,Pharmacy/Drugstore,(770) 745-3171,"5846 MABLETON PARKWAY, MABLETON, GA","5846 MABLETON PARKWAY, MABLETON, GA",-84.57261900000,33.81105250000,"5846 mableton pkwy sw, mableton, ga 30126, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
87,1,86,CVS PHARMACY #2202,GWINNETT,GWINNETT,815 BEAVER RUIN ROAD,LILBURN,GA,30,Pharmacy/Drugstore,(770) 564-8023,"815 BEAVER RUIN ROAD, LILBURN, GA","815 BEAVER RUIN ROAD, LILBURN, GA",-84.13361550000,33.91224260000,"815 beaver ruin rd, lilburn, ga 30047, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
88,1,87,CVS PHARMACY #2213,FULTON,FULTON,7055 OLD NATIONAL HIGHWAY,RIVERDALE,GA,30,Pharmacy/Drugstore,(770) 909-5672,"7055 OLD NATIONAL HIGHWAY, RIVERDALE, GA","7055 OLD NATIONAL HIGHWAY, RIVERDALE, GA",-84.46923330000,33.56260060000,"7055 old national hwy, riverdale, ga 30296, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
89,1,88,CVS PHARMACY #2215,COBB-DOUGLAS,COBB,1172 MILFORD CHURCH ROAD,MARIETTA,GA,30,Pharmacy/Drugstore,(770) 319-2540,"1172 MILFORD CHURCH ROAD, MARIETTA, GA","1172 MILFORD CHURCH ROAD, MARIETTA, GA",-84.58759550000,33.88196970000,"1172 milford church rd sw, marietta, ga 30060, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
90,1,89,CVS PHARMACY #2227,FULTON,FULTON,11710 ALPHARETTA HIGHWAY,ROSWELL,GA,30,Pharmacy/Drugstore,(770) 754-0141,"11710 ALPHARETTA HIGHWAY, ROSWELL, GA","11710 ALPHARETTA HIGHWAY, ROSWELL, GA",-84.32014170000,34.06589350000,"11710 alpharetta hwy, roswell, ga 30076, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
91,1,90,CVS PHARMACY #2228,GWINNETT,GWINNETT,5304 NORTH BUFORD HIGHWAY,NORCROSS,GA,30,Pharmacy/Drugstore,(770) 209-0296,"5304 NORTH BUFORD HIGHWAY, NORCROSS, GA","5304 NORTH BUFORD HIGHWAY, NORCROSS, GA",-84.19865350000,33.94895130000,"5304 buford hwy, norcross, ga 30071, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
92,1,91,CVS PHARMACY #2236,DALTON,CHEROKEE,1600 TOWN LAKE PARKWAY,WOODSTOCK,GA,30,Pharmacy/Drugstore,(770) 517-1022,"1600 TOWN LAKE PARKWAY, WOODSTOCK, GA","1600 TOWN LAKE PARKWAY, WOODSTOCK, GA",-84.54445600000,34.10639290000,"1600 towne lake pkwy, woodstock, ga 30189, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
93,1,92,CVS PHARMACY #2279,GAINESVILLE,FORSYTH,5370 LAUREL SPRINGS PARKW,SUWANEE,GA,30,Pharmacy/Drugstore,(678) 947-6614,"5370 LAUREL SPRINGS PARKW, SUWANEE, GA","5370 LAUREL SPRINGS PARKW, SUWANEE, GA",-84.16138640000,34.08526040000,"5370 laurel springs pkwy, suwanee, ga 30024, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
94,1,93,CVS PHARMACY #2281,CLAYTON,CLAYTON,10307 TARA BOULEVARD,JONESBORO,GA,30,Pharmacy/Drugstore,(770) 210-3400,"10307 TARA BOULEVARD, JONESBORO, GA","10307 TARA BOULEVARD, JONESBORO, GA",-84.33756610000,33.47386780000,"10307 tara blvd, jonesboro, ga 30236, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
95,1,94,CVS PHARMACY #2309,FULTON,FULTON,3020 WINDWARD PLAZA,ALPHARETTA,GA,30,Pharmacy/Drugstore,(770) 475-3638,"3020 WINDWARD PLAZA, ALPHARETTA, GA","3020 WINDWARD PLAZA, ALPHARETTA, GA",-84.24212110000,34.09265760000,"3020 windward plaza, alpharetta, ga 30005, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
96,1,95,CVS PHARMACY #2310,GAINESVILLE,FORSYTH,1230 BUFORD HIGHWAY,CUMMING,GA,30,Pharmacy/Drugstore,(770) 887-6860,"1230 BUFORD HIGHWAY, CUMMING, GA","1230 BUFORD HIGHWAY, CUMMING, GA",-84.12656140000,34.17293720000,"1230 buford hwy, cumming, ga 30041, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
97,1,96,CVS PHARMACY #2359,AUGUSTA,COLUMBIA,3527 OLD PETERSBURG ROAD,MARTINEZ,GA,30,Pharmacy/Drugstore,(706) 210-0091,"3527 OLD PETERSBURG ROAD, MARTINEZ, GA","3527 OLD PETERSBURG ROAD, MARTINEZ, GA",-82.07654700000,33.51843190000,"3527 riverwatch pkwy, martinez, ga 30907, usa",13,073,00348865,13073,Columbia,Columbia County,06,H1,G4020,,12260,,A,751319916.00000000000,45368325.00000000000,+33.5505513,-082.2513613
98,1,97,CVS PHARMACY #2367,DEKALB,DEKALB,225 WEST PONCE DE LEON AV,DECATUR,GA,30,Pharmacy/Drugstore,(404) 373-9627,"225 WEST PONCE DE LEON AV, DECATUR, GA","225 WEST PONCE DE LEON AV, DECATUR, GA",-84.29919280000,33.77587410000,"225 w ponce de leon ave, decatur, ga 30030, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
99,1,98,CVS PHARMACY #2407,AUGUSTA,COLUMBIA,4385 HEREFORD FARM ROAD,EVANS,GA,30,Pharmacy/Drugstore,(706) 210-0015,"4385 HEREFORD FARM ROAD, EVANS, GA","4385 HEREFORD FARM ROAD, EVANS, GA",-82.13085850000,33.53411800000,"4385 hereford farm rd, evans, ga 30809, usa",13,073,00348865,13073,Columbia,Columbia County,06,H1,G4020,,12260,,A,751319916.00000000000,45368325.00000000000,+33.5505513,-082.2513613
100,1,99,CVS PHARMACY #2468,CLAYTON,CLAYTON,581 FLINT RIVER ROAD,JONESBORO,GA,30,Pharmacy/Drugstore,(770) 603-2044,"581 FLINT RIVER ROAD, JONESBORO, GA","581 FLINT RIVER ROAD, JONESBORO, GA",-84.40946960000,33.51888150000,"581 flint river rd, jonesboro, ga 30238, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
101,1,100,CVS PHARMACY #2470,DALTON,CHEROKEE,3785 SIXES ROAD,CANTON,GA,30,Pharmacy/Drugstore,(770) 720-3466,"3785 SIXES ROAD, CANTON, GA","3785 SIXES ROAD, CANTON, GA",-84.55100680000,34.17853400000,"3785 sixes rd, canton, ga 30114, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
102,1,101,CVS PHARMACY #2472,MACON,BIBB,1390 PIO NONO AVENUE,MACON,GA,31,Pharmacy/Drugstore,(478) 742-5281,"1390 PIO NONO AVENUE, MACON, GA","1390 PIO NONO AVENUE, MACON, GA",-83.66198010000,32.83269110000,"1390 pio nono ave, macon, ga 31204, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
103,1,102,CVS PHARMACY #2504,DEKALB,DEKALB,2586 LAWRENCEVILLE HIGHWA,DECATUR,GA,30,Pharmacy/Drugstore,(770) 491-8616,"2586 LAWRENCEVILLE HIGHWA, DECATUR, GA","2586 LAWRENCEVILLE HIGHWA, DECATUR, GA",-84.26372370000,33.82257520000,"2586 lawrenceville hwy, decatur, ga 30033, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
104,1,103,CVS PHARMACY #2526,DEKALB,DEKALB,3615 CLAIRMONT ROAD,ATLANTA,GA,30,Pharmacy/Drugstore,(404) 320-6658,"3615 CLAIRMONT ROAD, ATLANTA, GA","3615 CLAIRMONT ROAD, ATLANTA, GA",-84.30881780000,33.86508200000,"3615 clairmont rd, atlanta, ga 30319, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
105,1,104,CVS PHARMACY #2539,GAINESVILLE,FORSYTH,5740 ATLANTA HIGHWAY,ALPHARETTA,GA,30,Pharmacy/Drugstore,(678) 366-2350,"5740 ATLANTA HIGHWAY, ALPHARETTA, GA","5740 ATLANTA HIGHWAY, ALPHARETTA, GA",-84.25137710000,34.14370730000,"5740 atlanta hwy, alpharetta, ga 30004, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
106,1,105,CVS PHARMACY #2544,LAGRANGE,FAYETTE,101 LEXINGTON CIRCLE,PEACHTREE CITY,GA,30,Pharmacy/Drugstore,(770) 486-1639,"101 LEXINGTON CIRCLE, PEACHTREE CITY, GA","101 LEXINGTON CIRCLE, PEACHTREE CITY, GA",-84.55948070000,33.42201510000,"101 lexington cir, peachtree city, ga 30269, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
107,1,106,CVS PHARMACY #2569,FULTON,FULTON,3637 PEACHTREE ROAD NORTH,ATLANTA,GA,30,Pharmacy/Drugstore,(404) 926-3541,"3637 PEACHTREE ROAD NORTH, ATLANTA, GA","3637 PEACHTREE ROAD NORTH, ATLANTA, GA",-84.35851950000,33.85345730000,"3637 peachtree rd, atlanta, ga 30319, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
108,1,107,CVS PHARMACY #2570,GWINNETT,GWINNETT,2650 CRUSE ROAD,LAWRENCEVILLE,GA,30,Pharmacy/Drugstore,(770) 921-9049,"2650 CRUSE ROAD, LAWRENCEVILLE, GA","2650 CRUSE ROAD, LAWRENCEVILLE, GA",-84.08177060000,33.93935220000,"2650 cruse rd nw, lawrenceville, ga 30044, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
109,1,108,CVS PHARMACY #2593,ALBANY,LEE,1193 HIGHWAY 19 SOUTH,LEESBURG,GA,31,Pharmacy/Drugstore,(229) 436-1330,"1193 HIGHWAY 19 SOUTH, LEESBURG, GA","1193 HIGHWAY 19 SOUTH, LEESBURG, GA",-84.17221780000,31.65734730000,"1193 us-19, leesburg, ga 31763, usa",13,177,00343390,13177,Lee,Lee County,06,H1,G4020,,10500,,A,921723018.00000000000,15318713.00000000000,+31.8184185,-084.1466814
110,1,109,CVS PHARMACY #279,GWINNETT,GWINNETT,2605 HAMILTON MILL ROAD N,BUFORD,GA,30,Pharmacy/Drugstore,(678) 546-5352,"2605 HAMILTON MILL ROAD N, BUFORD, GA","2605 HAMILTON MILL ROAD N, BUFORD, GA",-83.91826230000,34.07984460000,"2605 hamilton mill rd, buford, ga 30519, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
