Agency,id,Address,City,State,Zip,full_add,lon,lat,type,loctype,neighborhood,locality,administrative_area_level_2
North Central/There's Hope-Floyd,P454,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
North Central/There's Hope-Pickens,P455,1230 Samples Industrial Drive,Cumming,GA,30041,"1230 Samples Industrial Drive, City, GA  30041",-84.1554672,34.1622226,premise,rooftop,NA,Cumming,Forsyth County
Meals by Grace Inc,P385,432 Canton Rd,Cumming,GA,30040,"432 Canton Rd, City, GA  30040",-84.1504888,34.2154808,street_address,rooftop,NA,Cumming,Forsyth County
North Lanier Baptist Church,P458,829 Atlanta Highway,Cumming,GA,30040,"829 Atlanta Highway, City, GA  30040",-84.1499029,34.1812272,premise,rooftop,NA,Cumming,Forsyth County
MSG Foundation,P406,2210 Goldmine Drive,Cumming,GA,30040,"2210 Goldmine Drive, City, GA  30040",-84.1498205,34.2335114,premise,rooftop,NA,Cumming,Forsyth County
MM Hope House Inc.,P396,466 Simpson St.,Mcdonough,GA,30253,"466 Simpson St., City, GA  30253",-84.1494614,33.4349295,street_address,rooftop,NA,McDonough,Henry County
"The Free Gospel Church of God In Christ, Inc.",P625,6039 Rockbridge Rd,Stone Mountain,GA,30087,"6039 Rockbridge Rd, City, GA  30087",-84.1485014,33.7886484,premise,rooftop,NA,Stone Mountain,DeKalb County
Harvest Tabernacle International Min.,P293,5949 Fairington rd,Lithonia,GA,30038,"5949 Fairington rd, City, GA  30038",-84.1482503,33.7018251,street_address,rooftop,NA,Lithonia,DeKalb County
Life Changers Family Worship Christian Center,P357,3256 Buford Highway,Duluth,GA,30096,"3256 Buford Highway, City, GA  30096",-84.1470999,33.9975003,premise,rooftop,NA,Duluth,Gwinnett County
Shiloh-McDonough Community Outreach,P566,263 Macon Street,McDonough,GA,30253,"263 Macon Street, City, GA  30253",-84.1463779,33.4398644,street_address,range_interpolated,NA,McDonough,Henry County
SVDP-Christ Our Hope Catholic Church,P610,1786 Wellborn Rd,Lithonia,GA,30058,"1786 Wellborn Rd, City, GA  30058",-84.141761,33.737963,street_address,rooftop,NA,Lithonia,DeKalb County
Cumming Baptist Church,P160,115 Church Street,Cumming,GA,30040,"115 Church Street, City, GA  30040",-84.1390201,34.209886,premise,rooftop,NA,Cumming,Forsyth County
Senior Community Outreach Center,P556,817 Casco Dr.,Lilburn,GA,30047,"817 Casco Dr., City, GA  30047",-84.1371855,33.910631,premise,rooftop,NA,Lilburn,Gwinnett County
Beaver Ruin Road Baptist Church,P049,1200 Beaver Ruin Rd,Norcross,GA,30093,"1200 Beaver Ruin Rd, City, GA  30093",-84.1366484,33.9245193,street_address,rooftop,NA,Norcross,Gwinnett County
United UMC,P659,4600 Highway 138 SW,Stockbridge,GA,30281,"4600 Highway 138 SW, City, GA  30281",-84.13607,33.591576,street_address,rooftop,NA,Stockbridge,Rockdale County
Friendship Baptist Church of Duluth Inc.,P251,3375 Church Lane,Duluth,GA,30096,"3375 Church Lane, City, GA  30096",-84.1354952,34.0013951,premise,rooftop,NA,Duluth,Gwinnett County
Salem Missionary Baptist Church,P538,4700 Church Street,Lilburn,GA,30047,"4700 Church Street, City, GA  30047",-84.1350729,33.893011,premise,rooftop,NA,Lilburn,Gwinnett County
Lithonia Seventh Day Adventist Church,P367,3533 Ragsdale Road,Lithonia,GA,30058,"3533 Ragsdale Road, City, GA  30058",-84.134913,33.678664,street_address,rooftop,NA,Lithonia,DeKalb County
Good News Atlanta Church,P271,11000 Rogers Circle,Johns Creek,GA,30097,"11000 Rogers Circle, City, GA  30097",-84.1321067,34.0500928,street_address,rooftop,NA,Duluth,Fulton County
Age Well Forsyth,P022,595 Dahlonega Street,Cumming,GA,30040,"595 Dahlonega Street, City, GA  30040",-84.1311866,34.2210244,premise,rooftop,NA,Cumming,Forsyth County
Rivers of Living Water Baptist Church,P522,3350 Evans Mill Road,Lithonia,GA,30038,"3350 Evans Mill Road, City, GA  30038",-84.1293479,33.690025,street_address,rooftop,NA,Lithonia,DeKalb County
Episcopal Church of the Holy Spirit,P198,724 Pilgrim Mill Road,Cumming,GA,30040,"724 Pilgrim Mill Road, City, GA  30040",-84.1219706,34.2212111,premise,rooftop,NA,Cumming,Forsyth County
Community Alert Inc.-Joseph Store House,P125,6788 Rockbridge Road,Stone Mountain,GA,30087,"6788 Rockbridge Road, City, GA  30087",-84.1199256,33.7866126,street_address,rooftop,NA,Stone Mountain,DeKalb County
God's Faith Pavilion Deliverance Min Inc,P269,2230 Lithonia Industrial Blvd,Lithonia,GA,30058,"2230 Lithonia Industrial Blvd, City, GA  30058",-84.119022,33.719783,premise,rooftop,NA,Lithonia,DeKalb County
City on a Hill,P112,1645 Dahlonega Highway,Cumming,GA,30040,"1645 Dahlonega Highway, City, GA  30040",-84.1183621,34.2432148,premise,rooftop,NA,Cumming,Forsyth County
Abba House,P007,6800 Dahlonega Hwy,Cumming,GA,30040,"6800 Dahlonega Hwy, City, GA  30040",-84.1137661,34.3346859,street_address,range_interpolated,NA,Cumming,Forsyth County
Senior Society of Dominican Sisters,P558,704 Rebecca Street NW,Lilburn,GA,30047,"704 Rebecca Street NW, City, GA  30047",-84.1117014,33.9185355,premise,rooftop,NA,Lilburn,Gwinnett County
Ministerio Shalom Inc.,P394,3865 Lawrenceville Highway,Lawrenceville,GA,30044,"3865 Lawrenceville Highway, City, GA  30044",-84.1104847,33.9079907,premise,rooftop,NA,Lawrenceville,Gwinnett County
First St. Paul AME Church,P232,2687 Klondike Road,Lithonia,GA,30058,"2687 Klondike Road, City, GA  30058",-84.1096597,33.706587,premise,rooftop,NA,Lithonia,DeKalb County
"Overcomer's Cathedral Tabernacle of Prayer, Inc.",P475,7698 Covington Hwy,Lithonia,GA,30058,"7698 Covington Hwy, City, GA  30058",-84.109007,33.70433,street_address,rooftop,NA,Lithonia,DeKalb County
Lithonia First UMC,P366,3099 Stone Mountain Street,Lithonia,GA,30058,"3099 Stone Mountain Street, City, GA  30058",-84.1086698,33.7133286,street_address,rooftop,NA,Lithonia,DeKalb County
Next Generation Youth Development,P440,462 Memory Lane.  Ste. 100,Dawsonville,GA,30534,"462 Memory Lane.  Ste. 100, City, GA  30534",-84.1075149,34.4184829,subpremise,rooftop,NA,Dawsonville,Dawson County
Ric-Rack Resource Interaction Council,P519,829 Highway 9 North,Dawsonville,GA,30534,"829 Highway 9 North, City, GA  30534",-84.1061949,34.4255006,premise,rooftop,NA,Dawsonville,Dawson County
"Mothers Rebuilding America, Inc.",P401,7302 Conyers St,Lithonia,GA,30058,"7302 Conyers St, City, GA  30058",-84.104524,33.71172,street_address,rooftop,NA,Lithonia,DeKalb County
The Place of Forsyth,P632,2550 The Place Circle,Cumming,GA,30040,"2550 The Place Circle, City, GA  30040",-84.1023587,34.2318895,establishment,rooftop,NA,Cumming,Forsyth County
The Arts Academy - PALS,P621,792 South Deshon Road,Lithonia,GA,30058,"792 South Deshon Road, City, GA  30058",-84.1020627,33.7730102,street_address,rooftop,NA,Lithonia,DeKalb County
New Life Church of God - Backpack Buddies,P433,1508 Hwy 53 E,Dawsonville,GA,30534,"1508 Hwy 53 E, City, GA  30534",-84.1007498,34.4045111,premise,rooftop,NA,Dawsonville,Dawson County
New Bethel International COG,P422,1025 Killian Hill Rd SW,Lilburn,GA,30047,"1025 Killian Hill Rd SW, City, GA  30047",-84.092256,33.8671311,street_address,rooftop,NA,Lilburn,Gwinnett County
Mercy Seed Resource Center Inc,P388,4037 Darling Court,Lilburn,GA,30047,"4037 Darling Court, City, GA  30047",-84.0889504,33.8680437,premise,rooftop,NA,Lilburn,Gwinnett County
Jesus Name Apostolic Church,P330,77 Hugh Stowers Road,Dawsonville,GA,30534,"77 Hugh Stowers Road, City, GA  30534",-84.0872381,34.3902331,premise,rooftop,NA,Dawsonville,Dawson County
Cross Pointe the Church at Gwinnett Ctr,P158,1800 Satellite Blvd.,Duluth,GA,30097,"1800 Satellite Blvd., City, GA  30097",-84.0835423,33.9935505,street_address,rooftop,NA,Duluth,Gwinnett County
Conyers Monastery of the Holy Spirit,P143,2625 Hwy 212 SW,Conyers,GA,30094,"2625 Hwy 212 SW, City, GA  30094",-84.0831534,33.5824755,street_address,rooftop,NA,Conyers,Rockdale County
"Divine Faith Ministries, Inc. - Suwanee",P177,4154 Silver Peak Parkway,Suwanee,GA,30024,"4154 Silver Peak Parkway, City, GA  30024",-84.081523,34.054649,premise,rooftop,NA,Suwanee,Gwinnett County
Word of Faith Missions Inc.,P685,1860 Duluth Hwy,Lawrenceville,GA,30043,"1860 Duluth Hwy, City, GA  30043",-84.0780386,33.9755343,street_address,rooftop,NA,Lawrenceville,Gwinnett County
New Bethel A.M.E. Church,P421,8350 Rockbridge Road,Lithonia,GA,30058,"8350 Rockbridge Road, City, GA  30058",-84.0631157,33.7728337,premise,rooftop,NA,Lithonia,DeKalb County
Gethsemane Haitian Church of God,P261,260 Shannon Way,Lawrenceville,GA,30044,"260 Shannon Way, City, GA  30044",-84.0625378,33.9271404,premise,rooftop,NA,Lawrenceville,Gwinnett County
Peace House Inc.,P482,2158 McDaniels Bridge Ct.,Lilburn,GA,30047,"2158 McDaniels Bridge Ct., City, GA  30047",-84.0619599,33.8428514,premise,rooftop,NA,Lilburn,Gwinnett County
Place of Seven Springs,P491,3541 Stone Mountain Highway 78,Snellville,GA,30078,"3541 Stone Mountain Highway 78, City, GA  30078",-84.0546948,33.8455854,car_rental,rooftop,NA,Snellville,Gwinnett County
Christ First Comunity Church,P102,1905 Highpoint Rd,Snellville,GA,30078,"1905 Highpoint Rd, City, GA  30078",-84.0486665,33.8575053,premise,rooftop,NA,Snellville,Gwinnett County
Christ Fellowship Church of Dawson Inc,P101,139 Hightower Pkwy  Suite 100,Dawsonville,GA,30534,"139 Hightower Pkwy  Suite 100, City, GA  30534",-84.0443311,34.3678735,subpremise,rooftop,NA,Dawsonville,Dawson County
"Casa Vida, Inc.",P082,2020 Lawrenceville-Suwanee Rd,Suwanee,GA,30024,"2020 Lawrenceville-Suwanee Rd, City, GA  30024",-84.0387927,33.9997959,street_address,rooftop,NA,Suwanee,Gwinnett County
Under the Bridge Ministries - Lumpkin Co.,P656,523 Ben Higgins Road,Dahlonega,GA,30533,"523 Ben Higgins Road, City, GA  30533",-84.0384684,34.5223294,street_address,rooftop,NA,Dahlonega,Lumpkin County
Bread of Life Development Ministries Inc.,P065,2533 Stanton Rd SE,Conyers,GA,30094,"2533 Stanton Rd SE, City, GA  30094",-84.0373545,33.6252996,street_address,rooftop,NA,Conyers,Rockdale County
Emmanuel Community Church Fish and Loaves Food Pan,P192,1400 Hwy 212,Conyers,GA,30094,"1400 Hwy 212, City, GA  30094",-84.035914,33.553119,street_address,rooftop,NA,Conyers,Rockdale County
"Overcomers House, Inc.",P476,2100C Fountain Square,Snellville,GA,30078,"2100C Fountain Square, City, GA  30078",-84.034414,33.856255,street_address,rooftop,NA,Snellville,Gwinnett County
Rockdale County Senior Services,P527,1240 Dogwood Drive SW,Conyers,GA,30012,"1240 Dogwood Drive SW, City, GA  30012",-84.0292612,33.6656537,street_address,range_interpolated,NA,Conyers,Rockdale County
Conyers Housing Authority,P142,1214 Summer Circle,Conyers,GA,30012,"1214 Summer Circle, City, GA  30012",-84.0266766,33.6758618,premise,rooftop,NA,Conyers,Rockdale County
Three Angels Food Network Inc.,P643,1303 Parker Rd SE,Conyers,GA,30094,"1303 Parker Rd SE, City, GA  30094",-84.021086,33.655251,street_address,rooftop,NA,Conyers,Rockdale County
Rising Star Baptist Center,P520,1644 Highway 16 West,Jackson,GA,30233,"1644 Highway 16 West, City, GA  30233",-84.0164119,33.2911756,street_address,range_interpolated,NA,Jackson,Butts County
House of Prayer/Cottage Food Bank -  Blairsville,P315,1441 Pat Colwell Road,Blairsville,GA,30514,"1441 Pat Colwell Road, City, GA  30514",-84.0100704,34.8877443,premise,rooftop,NA,Blairsville,Union County
"Rockdale County Emergency Relief Fund, Inc.",P526,350 Tall Oaks Drive,Conyers,GA,30013,"350 Tall Oaks Drive, City, GA  30013",-83.9971293,33.647682,street_address,range_interpolated,NA,Conyers,Rockdale County
Nothing But The Truth,P465,250 Langley DR,Lawrenceville,GA,30045,"250 Langley DR, City, GA  30045",-83.9968277,33.9562073,premise,rooftop,NA,Lawrenceville,Gwinnett County
Union Baptist Church,P657,251 Bona Road,Buford,GA,30518,"251 Bona Road, City, GA  30518",-83.9967037,34.1258547,premise,rooftop,NA,Buford,Gwinnett County
"Greater Mission Outreach Ministries, Inc.",P282,525 Bona Road,Buford,GA,30518,"525 Bona Road, City, GA  30518",-83.9951127,34.1238927,premise,rooftop,NA,Buford,Gwinnett County
Conyers Seventh Day Adventist Church,P144,3001 Old Salem Road,Conyers,GA,30013,"3001 Old Salem Road, City, GA  30013",-83.993645,33.6103499,street_address,rooftop,NA,Conyers,Rockdale County
Presbyterian Church of the Resurrection,P495,3676 Highway 20 NE,Conyers,GA,30012,"3676 Highway 20 NE, City, GA  30012",-83.991767,33.742396,street_address,rooftop,NA,Conyers,Rockdale County
Step By Step Recovery Inc.,P596,191 Plainview DR,Lawrenceville,GA,30046,"191 Plainview DR, City, GA  30046",-83.9912487,33.9450422,premise,rooftop,NA,Lawrenceville,Gwinnett County
Lumpkin County Backpack Buddies,P377,44 School Drive,Dahlonega,GA,30533,"44 School Drive, City, GA  30533",-83.9910714,34.5424015,street_address,range_interpolated,NA,Dahlonega,Lumpkin County
The Quinn House,P635,120 South Perry Street,Lawrenceville,GA,30045,"120 South Perry Street, City, GA  30045",-83.9898229,33.9556705,premise,rooftop,NA,Lawrenceville,Gwinnett County
Springfield Christian Ministries Inc,P584,1877 Iris Drive SE,Conyers,GA,30013,"1877 Iris Drive SE, City, GA  30013",-83.9893006,33.6398902,street_address,rooftop,NA,Conyers,Rockdale County
Lawrenceville Co-Op Ministry,P353,176 Church Street,Lawrenceville,GA,30045,"176 Church Street, City, GA  30045",-83.9859586,33.9512941,premise,rooftop,NA,Lawrenceville,Gwinnett County
"Joy Community Kitchen, Inc.",P337,329 Grayson Highway,Lawrenceville,GA,30046,"329 Grayson Highway, City, GA  30046",-83.9846438,33.9424571,street_address,rooftop,NA,Lawrenceville,Gwinnett County
New Hope Fellowship Baptist Church,P429,1456 Blue Ridge Hwy,Blairsville,GA,30512,"1456 Blue Ridge Hwy, City, GA  30512",-83.981908,34.8567412,premise,rooftop,NA,Blairsville,Union County
Joshua's Place,P336,114 Duffey Rd.,Jackson,GA,30233,"114 Duffey Rd., City, GA  30233",-83.9800766,33.2772854,street_address,rooftop,NA,Jackson,Butts County
Unseen Hands,P661,Antioch Baptist Church,Dahlonega,GA,30533,"Antioch Baptist Church, City, GA  30533",-83.979533,34.527042,point,manual,NA,Dawsonville,Lumpkin County
United in Faith Christian Ministry,P658,330 Viewpoint Drive,Jackson,GA,30233,"330 Viewpoint Drive, City, GA  30233",-83.9687829,33.2703811,street_address,rooftop,NA,Jackson,Butts County
Highlands Associated Reformed Presbyterian Church,P305,830 Grayson Parkway,Grayson,GA,30017,"830 Grayson Parkway, City, GA  30017",-83.9670097,33.8842989,street_address,rooftop,NA,Grayson,Gwinnett County
Love Outreach Mission - World Outreach Mission,P373,1294 Braselton Highway,Lawrenceville,GA,30043,"1294 Braselton Highway, City, GA  30043",-83.965308,34.011256,street_address,rooftop,NA,Lawrenceville,Gwinnett County
First Baptist Church of Blairsville,P221,296 Blueridge Street,Blairsville,GA,30514,"296 Blueridge Street, City, GA  30514",-83.9629743,34.8729843,premise,rooftop,NA,Blairsville,Union County
Community Helping Place Inc,P134,1127 Georgia 52,Dahlonega,GA,30533,"1127 Georgia 52, City, GA  30533",-83.9564619,34.5430324,premise,rooftop,NA,Dahlonega,Lumpkin County
"Streetwise Georgia, Inc.",P601,1770 Cedars Road,Lawrenceville,GA,30045,"1770 Cedars Road, City, GA  30045",-83.949217,33.980794,street_address,rooftop,NA,Lawrenceville,Gwinnett County
Southeast Gwinnett Co Op,P579,55 Grayson Industrial Parkway,Grayson,GA,30017,"55 Grayson Industrial Parkway, City, GA  30017",-83.9490447,33.8929257,premise,rooftop,NA,Grayson,Gwinnett County
Belmont Baptist Church,P050,3275 Iris Drive,Conyers,GA,30013,"3275 Iris Drive, City, GA  30013",-83.9427281,33.6254554,street_address,rooftop,NA,Conyers,Newton County
Sinai Seventh - Day Adventist Church,P569,387 Stark Road,Jackson,GA,30233,"387 Stark Road, City, GA  30233",-83.9426284,33.3162164,premise,rooftop,NA,Jackson,Butts County
Covenant Connections Church,P150,5818 Atlanta Highway,Flowery Branch,GA,30542,"5818 Atlanta Highway, City, GA  30542",-83.9367963,34.1727552,premise,rooftop,NA,Flowery Branch,Hall County
"Waypoint Center, Inc.",P673,129 Centerpoint Drive,Dahlonega,GA,30533,"129 Centerpoint Drive, City, GA  30533",-83.9318828,34.6223252,street_address,rooftop,NA,Dahlonega,Lumpkin County
"Living Waters Outreach, Inc. - Manna Life",P370,5833 Bark Camp Road,Murrayville,GA,30564,"5833 Bark Camp Road, City, GA  30564",-83.912996,34.405816,street_address,rooftop,NA,Murrayville,Hall County
Gateway House,P259,Confidential,Gainesville,GA,30506,"Confidential, City, GA  30506",-83.9108968,34.335219,postal_code,approximate,NA,Gainesville,Hall County
The Refuge - Pillar of Fire,P636,5434 Marlow Road,Murrayville,GA,30564,"5434 Marlow Road, City, GA  30564",-83.906272,34.415096,street_address,rooftop,NA,Murrayville,Hall County
The River Community Assembly of God,P637,5043 Thompson Bridge Rd.,Murrayville,GA,30564,"5043 Thompson Bridge Rd., City, GA  30564",-83.8965285,34.4064855,street_address,rooftop,NA,Murrayville,Hall County
Hamilton Mill United Methodist,P290,1450 Pine Rd,Dacula,GA,30019,"1450 Pine Rd, City, GA  30019",-83.8876141,34.0571961,street_address,rooftop,NA,Dacula,Gwinnett County
South Hall Community Food Pantry,P578,4211 Walnut Street,Oakwood,GA,30566,"4211 Walnut Street, City, GA  30566",-83.8837473,34.227466,street_address,range_interpolated,NA,Oakwood,Hall County
"Newton County Community Food Pantry, Inc.",P439,7125 Turner Lake Circle SW,Covington,GA,30014,"7125 Turner Lake Circle SW, City, GA  30014",-83.8799092,33.5911708,street_address,range_interpolated,NA,Covington,Newton County
Rainbow Community Center,P507,7133 Turner Lake Circle,Covington,GA,30014,"7133 Turner Lake Circle, City, GA  30014",-83.8784312,33.5908834,street_address,rooftop,NA,Covington,Newton County
Spirit of Joy Church,P583,3622 Atlanta Hwy,Flowery  Branch,GA,30542,"3622 Atlanta Hwy, City, GA  30542",-83.875161,34.217417,street_address,rooftop,NA,Flowery Branch,Hall County
Rescate 2000,P515,2920 Florence Drive,Gainesville,GA,30504,"2920 Florence Drive, City, GA  30504",-83.874995,34.274724,street_address,rooftop,NA,Gainesville,Hall County
Blackshear Place Back Pack Love,P060,3489 Atlanta Hwy,Flowery Branch,GA,30542,"3489 Atlanta Hwy, City, GA  30542",-83.866622,34.217915,street_address,rooftop,NA,Flowery Branch,Hall County
Good Samaritan Food Bank,P273,1220 McEver Road,Gainesville,GA,30504,"1220 McEver Road, City, GA  30504",-83.8651164,34.2849793,street_address,rooftop,NA,Gainesville,Hall County
University of North Georgia Food Pantry,P660,3820 Mundy Mill Rd,Oakwood,GA,30566,"3820 Mundy Mill Rd, City, GA  30566",-83.8646552,34.2376243,street_address,rooftop,NA,Oakwood,Hall County
Cabin in the Woods,P072,3832 Lafayette Place,Gainesville,GA,30506,"3832 Lafayette Place, City, GA  30506",-83.862785,34.377858,street_address,rooftop,NA,Gainesville,Hall County
Covington Square,P153,2101 Washington Street,Covington,GA,30014,"2101 Washington Street, City, GA  30014",-83.8625853,33.595661,premise,rooftop,NA,Covington,Newton County
Covington First UMC,P152,1113 Conyers St SW,Covington,GA,30014,"1113 Conyers St SW, City, GA  30014",-83.8598686,33.5941381,street_address,rooftop,NA,Covington,Newton County
City of Refuge - Straight Street Revolution,P110,2145 Centennial Drive,Gainesville,GA,30504,"2145 Centennial Drive, City, GA  30504",-83.858785,34.265688,street_address,rooftop,NA,Gainesville,Hall County
"First United Methodist Church, Gainesvil",P235,2780 Thompson Bridge Road NE,Gainesville,GA,30506,"2780 Thompson Bridge Road NE, City, GA  30506",-83.8510296,34.3476973,premise,rooftop,NA,Gainesville,Hall County
The John Paul II Training Center,P627,107 Stringer Ave.,Gainesville,GA,30501,"107 Stringer Ave., City, GA  30501",-83.8369237,34.2776457,premise,rooftop,NA,Gainesville,Hall County
Community Food Pantry,P130,615 Oak Street,Gainesville,GA,30501,"615 Oak Street, City, GA  30501",-83.8337541,34.2997709,premise,rooftop,NA,Gainesville,Hall County
Pentecostal Church Triumphants of Jesus,P486,794 Jesse Jewel Pkwy SW,Gainesville,GA,30501,"794 Jesse Jewel Pkwy SW, City, GA  30501",-83.8323246,34.2913781,premise,rooftop,NA,Gainesville,Hall County
Salvation Army Shelter - Gainesville,P542,681 Dorsey Street,Gainesville,GA,30503,"681 Dorsey Street, City, GA  30503",-83.83229,34.28715,point,manual,NA,Gainesville,Hall County
Junior League of Hall County,P339,1547 Riverside Drive,Gainesville,GA,30501,"1547 Riverside Drive, City, GA  30501",-83.831415,34.324547,street_address,rooftop,NA,Gainesville,Hall County
Grace Episcopal Church,P277,422 Brenau Avenue,Gainesville,GA,30501,"422 Brenau Avenue, City, GA  30501",-83.8229055,34.3022608,premise,rooftop,NA,Gainesville,Hall County
Angel House of Georgia,P031,822 Maple Street SW,Gainesville,GA,30501,"822 Maple Street SW, City, GA  30501",-83.822338,34.290616,premise,rooftop,NA,Gainesville,Hall County
The Way,P641,857 South Bradford St,Gainesville,GA,30501,"857 South Bradford St, City, GA  30501",-83.8198064,34.2908147,street_address,range_interpolated,NA,Gainesville,Hall County
Gainesville Hall County Community Council on Aging,P255,"430 Prior Street, SE",Gainesville,GA,30501,"430 Prior Street, SE, City, GA  30501",-83.8190848,34.2992052,premise,rooftop,NA,Gainesville,Hall County
Fair Street-Butler High Schools Alumni Association,P202,731 EE Butler Parkway,Gainesville,GA,30501,"731 EE Butler Parkway, City, GA  30501",-83.817231,34.295817,street_address,rooftop,NA,Gainesville,Hall County
St. John Baptist Church,P587,741 E.E. Butler Parkway,Gainesville,GA,30501,"741 E.E. Butler Parkway, City, GA  30501",-83.8170126,34.2955563,premise,rooftop,NA,Gainesville,Hall County
SVDP  St. Michael's,P605,1440 Pearce Circle,Gainesville,GA,30501,"1440 Pearce Circle, City, GA  30501",-83.8165981,34.3153302,premise,rooftop,NA,Gainesville,Hall County
First Presbyterian Church,P228,800 S. Enota Drive NE,Gainesville,GA,30501,"800 S. Enota Drive NE, City, GA  30501",-83.8150646,34.3161603,premise,rooftop,NA,Gainesville,Hall County
Good Shepherd Lutheran Church,P274,600 South Enota Drive NE,Gainesville,GA,30501,"600 South Enota Drive NE, City, GA  30501",-83.8140906,34.3131077,premise,rooftop,NA,Gainesville,Hall County
Riverbend Baptist Church - Joe's Place,P521,1715 Cleveland Hwy,Gainesville,GA,30501,"1715 Cleveland Hwy, City, GA  30501",-83.8140699,34.3302834,premise,rooftop,NA,Gainesville,Hall County
Northside Church - Backpack Love,P461,4125 Cleveland Highway,Gainesville,GA,30506,"4125 Cleveland Highway, City, GA  30506",-83.805807,34.406601,street_address,rooftop,NA,Gainesville,Hall County
"Damascus Road Recovery, Inc.",P164,270 Elks Club Rd.,Covington,GA,30015,"270 Elks Club Rd., City, GA  30015",-83.8042669,33.5862016,premise,rooftop,NA,Covington,Newton County
New Gainesville Seventh Day Adventist,P426,1813 Floyd Road,Gainesville,GA,30507,"1813 Floyd Road, City, GA  30507",-83.792902,34.288639,street_address,rooftop,NA,Gainesville,Hall County
Hopewell Baptist Church,P313,5086 Poplar Springs Rd.,Gainesville,GA,30507,"5086 Poplar Springs Rd., City, GA  30507",-83.7862594,34.2133085,street_address,rooftop,NA,Gainesville,Hall County
Three Dimensional Life,P644,4141 Old Cornelia Hwy.,Gainesville,GA,30507,"4141 Old Cornelia Hwy., City, GA  30507",-83.7195295,34.3517487,street_address,rooftop,NA,Gainesville,Hall County
Monroe First Congregational Holiness Church,P397,1113 South Broad ST,Monroe,GA,30655,"1113 South Broad ST, City, GA  30655",-83.7072822,33.781097,street_address,range_interpolated,NA,Monroe,Walton County
Faith In Serving Humanity,P206,700 S. Madison Avenue,Monroe,GA,30655,"700 S. Madison Avenue, City, GA  30655",-83.7062553,33.7861174,premise,rooftop,NA,Monroe,Walton County
First Day Outreach Baptist Ministries,P226,2483 Whitney Road,Social Circle,GA,30655,"2483 Whitney Road, City, GA  30655",-83.7044284,33.7138518,premise,rooftop,NA,Monroe,Walton County
Monroe SDA Church,P398,1627 S Broad St # A,Monroe,GA,30655,"1627 S Broad St # A, City, GA  30655",-83.7009783,33.7704956,subpremise,rooftop,NA,Monroe,Walton County
Walton County Senior Citizens Council,P671,1400 South Madison Ave.,Monroe,GA,30655,"1400 South Madison Ave., City, GA  30655",-83.7001856,33.7728581,street_address,rooftop,NA,Monroe,Walton County
Walker Baptist Church,P670,1150 Good Hope Road,Monroe,GA,30655,"1150 Good Hope Road, City, GA  30655",-83.6758458,33.7985221,street_address,rooftop,NA,Monroe,Walton County
Lula UMC - Shared Blessings,P376,5915 Toombs Street,Lula,GA,30554,"5915 Toombs Street, City, GA  30554",-83.670062,34.3867649,street_address,rooftop,NA,Lula,Hall County
"Lula Church, Inc",P375,6455 Main Street,Lula,GA,30554,"6455 Main Street, City, GA  30554",-83.6574304,34.3964896,premise,rooftop,NA,Lula,Hall County
Liberty Baptist Church - Loaves and Fishes,P356,7439 W. County Line Road,Lula,GA,30554,"7439 W. County Line Road, City, GA  30554",-83.6495143,34.3410029,premise,rooftop,NA,Lula,Hall County
Morgan Madison The Caring Place,P399,1140 Monticello Road Suite 400,Madison,GA,30650,"1140 Monticello Road Suite 400, City, GA  30650",-83.4906514,33.5774154,subpremise,rooftop,NA,Madison,Morgan County
Boys & Girls Club/Calvary Baptist Church,P064,184 Academy St.,Madison,GA,30650,"184 Academy St., City, GA  30650",-83.4708984,33.5959168,premise,rooftop,NA,Madison,Morgan County
Rainbow Community Center  Food Pantry,P508,9 Hemlock St,Porterdale,GA,30070,"9 Hemlock St, City, GA  30070",-83.89949,33.57336,point,manual,NA,Porterdale,Newton County
New Jerusalem Outreach,P432,315 5th Avenue,Decatur,GA,30034,"315 5th Avenue, City, GA  30034",-84.30561,33.75275,point,manual,NA,Decatur,DeKalb County
,,,,,,,,,,,,,
,,,,,,,,,,,,,
